,id,room_type,neighbourhood,price,review_scores_rating,review_scores_cleanliness,review_scores_communication
10636,1040298945043483520,Entire home/apt,,48.0,4.6,4.6,5.0
10637,1040314472999156087,Entire home/apt,"Athina, Greece",89.0,5.0,5.0,5.0
10638,1040383421489958531,Entire home/apt,"Athina, Greece",66.0,4.9,4.97,5.0
10639,1040396285928080650,Entire home/apt,"Athina, Greece",127.0,5.0,5.0,5.0
10640,1040472984720175607,Entire home/apt,"Athina, Greece",80.0,5.0,5.0,5.0
10641,1040522905711544257,Entire home/apt,,75.0,,,
10642,1040623019012127148,Entire home/apt,,51.0,4.91,5.0,5.0
10643,1040645733514962437,Entire home/apt,"Athina, Greece",145.0,4.8,4.9,4.9
10644,1041140305606305909,Entire home/apt,"Athina, Greece",76.0,4.5,4.75,4.75
10645,1041151504498444219,Entire home/apt,"Athina, Greece",124.0,4.8,4.4,4.8
10646,1041155329052211187,Entire home/apt,"Athina, Greece",65.0,4.71,4.57,4.86
10647,1041163614721077035,Entire home/apt,,88.0,5.0,5.0,5.0
10648,1041187738943024750,Entire home/apt,,152.0,5.0,5.0,5.0
10649,1041217498969059394,Entire home/apt,,152.0,5.0,4.0,5.0
10650,1041302190669732025,Entire home/apt,"Athina, Greece",113.0,4.79,4.85,4.83
10651,1041319242381417744,Entire home/apt,"Athina, Greece",72.0,4.82,4.88,4.88
10652,1041327487905028820,Entire home/apt,,76.0,4.95,4.95,4.95
10653,1041721839320335466,Entire home/apt,"Athina, Greece",110.0,4.75,4.88,4.88
10654,1041749492010540299,Entire home/apt,"Athina, Greece",530.0,,,
10655,1041842036920303806,Private room,,80.0,4.0,4.0,4.0
10656,1041842218258158001,Private room,"Μενεμένη, Greece",96.0,5.0,5.0,4.0
10657,1041842386349222030,Private room,"Μενεμένη, Greece",79.0,5.0,5.0,5.0
10658,1041842569863354962,Private room,,84.0,5.0,4.67,5.0
10659,1041842962553585851,Private room,"Μενεμένη, Greece",102.0,5.0,4.0,5.0
10660,1041843336600752360,Private room,,85.0,,,
10661,1041843459517405144,Private room,,90.0,,,
10662,1041851637732820925,Entire home/apt,,60.0,4.14,4.0,4.43
10663,1041860002069101891,Private room,"Μενεμένη, Greece",81.0,5.0,5.0,5.0
10664,1041860169683140498,Private room,,80.0,,,
10665,1041860316898825943,Private room,,88.0,,,
10666,1041863288021821026,Private room,"Μενεμένη, Greece",81.0,,,
10667,1041863459015201724,Private room,,85.0,,,
10668,1041863644016890907,Private room,,83.0,,,
10669,1041863773967824477,Private room,"Μενεμένη, Greece",84.0,,,
10670,1041885870639318142,Entire home/apt,"Athina, Greece",54.0,5.0,4.88,5.0
10671,1041934165139165348,Entire home/apt,,78.0,5.0,5.0,5.0
10672,1041934560320291970,Entire home/apt,"Athina, Greece",62.0,4.5,4.0,4.5
10673,1041960740963535949,Entire home/apt,"Athina, Greece",417.0,4.8,5.0,4.6
10674,1041975471423448283,Entire home/apt,,,,,
10675,1041975662188553444,Entire home/apt,,,,,
10676,1041975834978137025,Entire home/apt,,95.0,,,
10677,1041976032658866828,Entire home/apt,,,2.0,3.0,1.0
10678,1041981160570257250,Entire home/apt,,86.0,4.96,4.91,4.96
10679,1041986166054910435,Entire home/apt,"Athina, Greece",89.0,4.88,4.79,4.92
10680,1041995940594177341,Entire home/apt,"Athina, Greece",79.0,2.67,2.0,3.67
10681,1042000846383303032,Entire home/apt,,86.0,5.0,5.0,5.0
10682,1042070861419155320,Entire home/apt,,69.0,,,
10683,1042178595033635331,Entire home/apt,,57.0,4.76,4.68,4.84
10684,1042451201486325859,Entire home/apt,,78.0,5.0,5.0,5.0
10685,1042545940435530520,Entire home/apt,"Athina, Greece",50.0,5.0,5.0,5.0
10686,1042576034259508534,Entire home/apt,,71.0,4.91,5.0,5.0
10687,1042594417832026721,Entire home/apt,"Athina, Greece",161.0,5.0,5.0,5.0
10688,1042677418085077541,Entire home/apt,,63.0,4.58,4.42,4.83
10689,1042830497853855431,Entire home/apt,,53.0,4.95,5.0,5.0
10690,1043111862622208488,Private room,,20.0,4.32,4.16,4.63
10691,1043220984847111112,Entire home/apt,,49.0,,,
10692,1043251220945317223,Entire home/apt,"Athina, Greece",60.0,5.0,4.0,5.0
10693,1043314206832406773,Entire home/apt,"Athina, Greece",43.0,4.94,4.94,5.0
10694,1043339644056091644,Entire home/apt,"Athina, Greece",134.0,5.0,5.0,5.0
10695,1043424886840209539,Entire home/apt,"Athina, Greece",72.0,4.78,4.89,5.0
10696,1043489076990398954,Entire home/apt,,81.0,4.71,4.79,5.0
10697,1044049233065349776,Entire home/apt,"Athens, Attiki,, Greece",45.0,5.0,5.0,5.0
10698,1044098867519013457,Entire home/apt,,40.0,,,
10699,1044107318457573892,Entire home/apt,"Athina, Greece",109.0,4.5,5.0,5.0
10700,1044118347042125678,Entire home/apt,,,4.0,4.0,5.0
10701,1044118640005853340,Entire home/apt,,53.0,4.5,4.5,4.0
10702,1044120693747698562,Entire home/apt,,59.0,5.0,5.0,5.0
10703,1044166066364157100,Entire home/apt,,226.0,5.0,5.0,5.0
10704,1044236646435209733,Entire home/apt,,86.0,5.0,5.0,5.0
10705,1044271259303452816,Entire home/apt,,151.0,4.67,4.67,5.0
10706,1044318665230524667,Entire home/apt,,53.0,5.0,5.0,5.0
10707,1044331043947792538,Entire home/apt,,74.0,,,
10708,1044729892274037215,Entire home/apt,,96.0,4.8,4.8,5.0
10709,1044750911790233214,Entire home/apt,,71.0,,,
10710,1044776572808495956,Entire home/apt,"Athina, Greece",53.0,5.0,5.0,5.0
10711,1044778440132184419,Entire home/apt,Greece,69.0,4.69,4.47,4.93
10712,1044792678415399984,Entire home/apt,"Athina, Greece",64.0,5.0,5.0,5.0
10713,1044837847724609002,Entire home/apt,"Athina, Greece",52.0,4.82,4.64,5.0
10714,1044854083716723786,Entire home/apt,,50.0,4.72,4.75,4.89
10715,1044881852874811919,Entire home/apt,,49.0,4.94,5.0,4.92
10716,1044972978550339374,Entire home/apt,"Athina, Greece",78.0,4.6,4.8,4.83
10717,1044983621945451275,Entire home/apt,"Athina, Greece",154.0,4.93,4.93,5.0
10718,1045002460463993817,Entire home/apt,,118.0,5.0,5.0,4.5
10719,1045025263246273195,Entire home/apt,"Athina, Greece",180.0,5.0,5.0,5.0
10720,1045052303411923602,Entire home/apt,"Athina, Greece",47.0,4.88,4.88,5.0
10721,1045451903146152931,Entire home/apt,,60.0,5.0,5.0,4.0
10722,1045516137702195397,Entire home/apt,,41.0,,,
10723,1045529835651785199,Entire home/apt,,138.0,,,
10724,1045532657217173813,Entire home/apt,,142.0,,,
10725,1045534340664275630,Entire home/apt,,151.0,,,
10726,1045544991404118759,Entire home/apt,,156.0,5.0,5.0,5.0
10727,1045626948029562902,Entire home/apt,"Athina, Greece",45.0,4.87,4.95,4.95
10728,1045659727077428690,Entire home/apt,,95.0,5.0,5.0,5.0
10729,1045797498630291939,Entire home/apt,"Athina, Greece",86.0,5.0,5.0,5.0
10730,1045798883283175139,Entire home/apt,"Athina, Greece",217.0,4.88,4.94,4.94
10731,1046131730528306548,Entire home/apt,,69.0,4.88,5.0,4.88
10732,1046200808128867428,Entire home/apt,,69.0,4.0,5.0,5.0
10733,1046237159917259717,Private room,,38.0,4.33,4.83,5.0
10734,1046258608303277820,Entire home/apt,,60.0,5.0,5.0,5.0
10735,1046303004370761603,Entire home/apt,,83.0,4.72,4.47,4.88
10736,1046337821138236687,Entire home/apt,"Athina, Greece",68.0,5.0,5.0,5.0
10737,1046346006583367342,Entire home/apt,"Athina, Greece",40.0,4.69,4.92,5.0
10738,1046349092699096452,Entire home/apt,,106.0,5.0,5.0,5.0
10739,1046353350029347546,Entire home/apt,,120.0,,,
10740,1046846681260592240,Entire home/apt,,51.0,4.7,4.9,5.0
10741,1046916065652898553,Entire home/apt,,70.0,4.86,5.0,5.0
10742,1046949545535571403,Entire home/apt,,101.0,5.0,5.0,5.0
10743,1046955776054209938,Entire home/apt,,90.0,5.0,5.0,5.0
10744,1047043451792362966,Entire home/apt,,108.0,4.89,4.78,4.89
10745,1047769270699875187,Entire home/apt,,30.0,3.0,3.0,4.33
10746,1047855843591026177,Entire home/apt,,45.0,4.67,4.89,5.0
10747,1047926614743691676,Entire home/apt,"Athina, Greece",146.0,5.0,4.8,5.0
10748,1047949670334538198,Entire home/apt,"Athina, Greece",147.0,5.0,5.0,5.0
10749,1048281367833510914,Entire home/apt,"Athina, Greece",72.0,4.5,5.0,5.0
10750,1048396861712941681,Private room,,116.0,,,
10751,1048398649286580730,Entire home/apt,,135.0,5.0,5.0,5.0
10752,1048420670772295382,Entire home/apt,"Athina, Greece",82.0,3.33,4.67,3.67
10753,1048510497443554390,Entire home/apt,,25.0,4.86,4.57,4.71
10754,1048552556788500958,Entire home/apt,,37.0,4.46,4.69,5.0
10755,1048561361075246880,Entire home/apt,,65.0,4.81,4.96,4.96
10756,1048613147983930730,Entire home/apt,"Athina, Greece",84.0,5.0,5.0,5.0
10757,1048987704630529938,Entire home/apt,,51.0,5.0,5.0,5.0
10758,1049018719543511086,Entire home/apt,"Athina, Greece",60.0,4.5,4.33,5.0
10759,1049029425614976362,Entire home/apt,,129.0,3.0,4.0,5.0
10760,1049075040680349589,Entire home/apt,"Athina, Greece",62.0,4.89,5.0,5.0
10761,1049091314501917751,Entire home/apt,,250.0,5.0,5.0,5.0
10762,1049105342771227607,Entire home/apt,"Athina, Greece",61.0,4.75,4.5,5.0
10763,1049159659747015089,Entire home/apt,"Athina, Greece",82.0,4.62,4.62,4.85
10764,1049172362619825683,Entire home/apt,,54.0,4.5,4.0,4.5
10765,1049191087883217409,Entire home/apt,"Athina, Greece",87.0,5.0,5.0,5.0
10766,1049251513924674204,Entire home/apt,,68.0,5.0,5.0,5.0
10767,1049412516202486488,Entire home/apt,,86.0,4.0,5.0,5.0
10768,1049446830132232630,Entire home/apt,,76.0,4.0,4.0,5.0
10769,1049744207283604734,Entire home/apt,"Athina, Greece",58.0,4.67,4.75,5.0
10770,1049758083648236302,Entire home/apt,,70.0,,,
10771,1049890137309375058,Entire home/apt,,72.0,,,
10772,1050048252188449153,Entire home/apt,,65.0,5.0,5.0,5.0
10773,1050420317458515177,Entire home/apt,,65.0,,,
10774,1050454701399138795,Entire home/apt,,412.0,,,
10775,1050485755980618398,Entire home/apt,,468.0,,,
10776,1050513012875649814,Entire home/apt,,490.0,,,
10777,1050535217651001068,Entire home/apt,,1557.0,,,
10778,1050636414774780143,Entire home/apt,"Athina, Greece",60.0,4.25,4.5,4.5
10779,1050682831840034655,Entire home/apt,"Athina, Greece",146.0,4.64,4.55,4.91
10780,1050682938411389852,Entire home/apt,,87.0,4.0,4.0,4.33
10781,1050719786556127642,Entire home/apt,,106.0,5.0,4.5,5.0
10782,1050730009391099976,Entire home/apt,,109.0,4.83,4.83,5.0
10783,1050743506861525602,Entire home/apt,,44.0,5.0,5.0,5.0
10784,1050989688510903795,Entire home/apt,,84.0,5.0,5.0,5.0
10785,1051202256679820177,Entire home/apt,"Athina, Greece",36.0,4.73,4.82,4.95
10786,1051244610795158591,Entire home/apt,"Athina, Greece",79.0,,,
10787,1051258731615640777,Entire home/apt,"Athina, Greece",32.0,4.53,4.82,4.88
10788,1051366101556176014,Entire home/apt,"Athina, Greece",66.0,5.0,5.0,5.0
10789,1051472797038709883,Entire home/apt,,89.0,4.0,4.5,4.5
10790,1051511447456829688,Private room,,20.0,4.13,4.0,4.07
10791,1051945292648908179,Entire home/apt,"Athina, Greece",71.0,4.63,4.13,5.0
10792,1051969624808440529,Entire home/apt,"Athina, Greece",149.0,5.0,5.0,4.92
10793,1052228267649623570,Entire home/apt,"Athina, Greece",106.0,4.83,4.73,4.83
10794,1052713584083483328,Entire home/apt,,194.0,5.0,5.0,5.0
10795,1052831358961926209,Entire home/apt,,90.0,5.0,5.0,5.0
10796,1052986744279116486,Entire home/apt,"Athina, Greece",94.0,5.0,5.0,5.0
10797,1053346501340502245,Entire home/apt,,90.0,5.0,5.0,5.0
10798,1054219265903153430,Entire home/apt,,145.0,,,
10799,1054415654298135849,Entire home/apt,"Athina, Greece",79.0,4.58,4.58,4.74
10800,1054462761929237083,Entire home/apt,"Athina, Greece",84.0,4.88,4.88,5.0
10801,1054556259173274263,Private room,"Athina, Greece",20.0,4.0,4.5,4.5
10802,1054972299418039387,Entire home/apt,"Athina, Greece",153.0,5.0,5.0,5.0
10803,1055056492658292155,Entire home/apt,"Athina, Greece",41.0,4.14,4.14,4.29
10804,1055107811325361970,Entire home/apt,,83.0,4.25,4.5,4.75
10805,1055193244057099312,Entire home/apt,,214.0,5.0,4.86,5.0
10806,1055463153405051512,Entire home/apt,,68.0,2.67,1.5,4.0
10807,1055551506932642079,Entire home/apt,,123.0,5.0,5.0,5.0
10808,1055573283773425475,Entire home/apt,,41.0,2.67,2.33,3.0
10809,1055590166426681509,Entire home/apt,"Athina, Greece",41.0,4.33,4.0,4.67
10810,1055610434212477553,Entire home/apt,,87.0,5.0,5.0,5.0
10811,1055629797071285691,Entire home/apt,"Athina, Greece",85.0,5.0,4.5,5.0
10812,1055639568562594827,Entire home/apt,"Athina, Greece",253.0,5.0,4.89,5.0
10813,1055726894015646237,Entire home/apt,"Athina, Greece",163.0,,,
10814,1055756193648378804,Entire home/apt,,86.0,5.0,4.88,4.88
10815,1056369068563740726,Entire home/apt,,64.0,4.92,4.92,5.0
10816,1056369198323775173,Entire home/apt,"Athina, Greece",104.0,4.25,3.5,4.5
10817,1056380437250182062,Entire home/apt,"Athina, Greece",117.0,5.0,5.0,5.0
10818,1056399936029813271,Entire home/apt,,60.0,4.5,5.0,4.0
10819,1056441837735725311,Entire home/apt,,48.0,,,
10820,1056545336432883304,Entire home/apt,,88.0,5.0,5.0,5.0
10821,1056557893698151814,Entire home/apt,,40.0,5.0,5.0,5.0
10822,1056605764843096044,Entire home/apt,,33.0,5.0,4.9,5.0
10823,1056605947724757335,Entire home/apt,,90.0,,,
10824,1056617025354462223,Entire home/apt,,95.0,5.0,4.96,5.0
10825,1057045170315534781,Entire home/apt,"Nea Smirni, Greece",56.0,5.0,5.0,5.0
10826,1057114330724127354,Entire home/apt,"Athina, Greece",88.0,5.0,5.0,5.0
10827,1057180382222532774,Entire home/apt,"Athina, Greece",130.0,,,
10828,1057240827701378092,Entire home/apt,,,,,
10829,1057379226621801687,Entire home/apt,,78.0,5.0,5.0,5.0
10830,1057422745771362487,Entire home/apt,"Athina, Greece",70.0,5.0,4.92,5.0
10831,1057881326317879195,Entire home/apt,,51.0,5.0,5.0,5.0
10832,1057951881757991252,Entire home/apt,,60.0,5.0,5.0,5.0
10833,1058648542451034201,Entire home/apt,,,4.76,4.86,4.95
10834,1058649635396316118,Entire home/apt,,88.0,4.95,5.0,5.0
10835,1058695589860751953,Entire home/apt,"Athina, Greece",72.0,4.0,4.0,4.0
10836,1059901154415932630,Entire home/apt,,56.0,4.88,4.88,5.0
10837,1059967736571224802,Entire home/apt,"Athina, Greece",141.0,4.83,4.82,5.0
10838,1059975044076933385,Entire home/apt,,636.0,5.0,5.0,4.91
10839,1060007434595379033,Entire home/apt,,105.0,5.0,5.0,5.0
10840,1060034106957555700,Entire home/apt,"Athina, Greece",60.0,4.92,5.0,4.92
10841,1060039983857592027,Entire home/apt,,69.0,4.77,4.5,4.82
10842,1060634097672773507,Entire home/apt,"Athina, Greece",51.0,2.0,3.0,3.5
10843,1060647916996605405,Entire home/apt,"Athina, Greece",56.0,3.89,4.11,4.56
10844,1060659273624627671,Entire home/apt,"Athina, Greece",51.0,3.56,3.94,3.69
10845,1060671123867595453,Entire home/apt,"Athina, Greece",63.0,4.58,4.58,4.71
10846,1060686000064092022,Entire home/apt,"Athina, Greece",81.0,4.67,4.6,4.67
10847,1060734432758873581,Entire home/apt,,94.0,4.5,4.5,4.75
10848,1060782588987847203,Entire home/apt,"Athina, Greece",80.0,4.8,4.8,5.0
10849,1060810786739879831,Entire home/apt,"Athina, Greece",50.0,5.0,5.0,5.0
10850,1060826801426996905,Entire home/apt,,48.0,4.86,4.96,4.96
10851,1060829152632921738,Entire home/apt,,45.0,3.83,3.5,4.67
10852,1060845548792359605,Entire home/apt,"Athina, Greece",50.0,5.0,5.0,5.0
10853,1060871398189197776,Entire home/apt,"Athina, Greece",67.0,5.0,5.0,5.0
10854,1060883114710744405,Entire home/apt,"Athina, Greece",121.0,,,
10855,1060888798556955053,Entire home/apt,,50.0,4.83,4.5,5.0
10856,1060929347501937769,Entire home/apt,"Athina, Greece",101.0,5.0,5.0,5.0
10857,1060948714672444015,Entire home/apt,"Athina, Greece",103.0,5.0,5.0,5.0
10858,1060952139373405533,Entire home/apt,"Athina, Greece",129.0,4.5,4.5,4.5
10859,1061337009104556962,Entire home/apt,,63.0,5.0,4.75,4.75
10860,1061469043510015345,Entire home/apt,,48.0,4.67,5.0,5.0
10861,1061505181592204347,Entire home/apt,,68.0,4.62,4.86,4.71
10862,1061513013641567154,Entire home/apt,,66.0,4.63,4.91,4.86
10863,1061520828842298416,Private room,,70.0,4.17,3.83,4.0
10864,1061524508849524179,Entire home/apt,,60.0,4.5,4.85,4.69
10865,1061646607119483304,Entire home/apt,,60.0,5.0,5.0,5.0
10866,1061713822876149288,Entire home/apt,"Athina, Greece",50.0,4.5,4.13,4.75
10867,1062017226530091654,Entire home/apt,,70.0,,,
10868,1062082493655685486,Entire home/apt,,69.0,4.8,4.88,4.8
10869,1062090972308700151,Entire home/apt,,91.0,4.48,4.48,4.78
10870,1062097041169967486,Entire home/apt,"Athina, Greece",60.0,5.0,5.0,5.0
10871,1062107312472973704,Entire home/apt,"Athina, Greece",91.0,4.67,4.89,4.83
10872,1062133713386975717,Entire home/apt,"Athina, Greece",43.0,4.83,4.67,5.0
10873,1062229694034148591,Entire home/apt,"Athina, Greece",53.0,4.86,4.86,4.86
10874,1062252766655418754,Entire home/apt,,141.0,,,
10875,1062393551208119715,Entire home/apt,,71.0,4.86,4.95,4.91
10876,1062459273246734611,Entire home/apt,,84.0,4.96,4.96,4.96
10877,1062531239720728701,Entire home/apt,,58.0,4.9,4.8,4.8
10878,1062704814515744257,Entire home/apt,"Athina, Greece",46.0,4.75,4.75,5.0
10879,1062781209695136081,Entire home/apt,"Athina, Greece",113.0,,,
10880,1062788071257167094,Entire home/apt,"Athen, Attika, Greece",52.0,4.9,4.8,4.9
10881,1062814381905230648,Entire home/apt,,169.0,,,
10882,1063036437043099038,Entire home/apt,"Athina, Greece",114.0,5.0,5.0,5.0
10883,1063181058844946599,Entire home/apt,"Athina, Greece",67.0,4.83,4.75,5.0
10884,1063334836234034944,Entire home/apt,,35.0,5.0,4.0,5.0
10885,1063487305904255362,Entire home/apt,"Athina, Greece",44.0,4.83,5.0,5.0
10886,1063623209447194438,Entire home/apt,,84.0,5.0,4.78,4.78
10887,1063633626447184765,Entire home/apt,,90.0,5.0,5.0,5.0
10888,1064204152921313447,Entire home/apt,,50.0,,,
10889,1064240503498458418,Entire home/apt,,80.0,,,
10890,1064312928563733849,Entire home/apt,"Athina, Greece",159.0,4.63,4.38,4.5
10891,1064353728836697030,Entire home/apt,"Athina, Greece",43.0,4.11,3.78,4.33
10892,1064511770795911975,Entire home/apt,,48.0,4.33,4.5,4.92
10893,1064524338669439994,Entire home/apt,"Athina, Greece",51.0,4.82,4.82,4.82
10894,1064560812665505994,Entire home/apt,"Athina, Greece",129.0,5.0,5.0,5.0
10895,1064623150143744043,Entire home/apt,,49.0,5.0,5.0,5.0
10896,1064924489180351716,Entire home/apt,,406.0,,,
10897,1064949234446229711,Entire home/apt,,117.0,4.0,3.0,5.0
10898,1064968573008571366,Entire home/apt,,93.0,,,
10899,1064984897931628844,Entire home/apt,,287.0,,,
10900,1065017420258960381,Entire home/apt,,257.0,,,
10901,1065040966370168868,Entire home/apt,,296.0,,,
10902,1065107817861281580,Entire home/apt,"Athina, Greece",160.0,5.0,5.0,5.0
10903,1065258699342461579,Entire home/apt,"Athina, Greece",95.0,5.0,5.0,5.0
10904,1065266960587663623,Entire home/apt,"Athina, Greece",85.0,5.0,5.0,5.0
10905,1065285659473507960,Entire home/apt,,254.0,,,
10906,1065420963599919072,Entire home/apt,"Athina, Greece",67.0,4.73,4.73,5.0
10907,1065646161907683277,Entire home/apt,"Athina, Greece",60.0,4.6,4.4,5.0
10908,1065654416261345958,Entire home/apt,,247.0,,,
10909,1065674306877947127,Entire home/apt,"Athina, Greece",113.0,5.0,4.45,4.82
10910,1065678430989302240,Entire home/apt,"Athina, Greece",58.0,4.87,4.93,4.93
10911,1065678835231291264,Entire home/apt,,126.0,4.5,4.5,5.0
10912,1065694704884023847,Entire home/apt,,257.0,,,
10913,1065697317705980895,Entire home/apt,"Athina, Greece",66.0,5.0,4.83,4.92
10914,1065734931200632711,Entire home/apt,,51.0,,,
10915,1065736684600748849,Entire home/apt,,65.0,4.88,4.94,4.94
10916,1065738228878010532,Entire home/apt,,96.0,5.0,5.0,5.0
10917,1065746763242728351,Entire home/apt,,62.0,4.75,4.63,5.0
10918,1065790785837719089,Entire home/apt,,76.0,4.89,4.89,5.0
10919,1065815198056294560,Entire home/apt,,56.0,5.0,5.0,4.95
10920,1065830800946081028,Entire home/apt,,66.0,5.0,5.0,5.0
10921,1065848815764614689,Entire home/apt,,35.0,,,
10922,1065848842674458864,Entire home/apt,,588.0,,,
10923,1065896646436492932,Entire home/apt,,60.0,4.85,4.78,4.96
10924,1065958060070751431,Entire home/apt,,44.0,5.0,5.0,5.0
10925,1065976610912211116,Entire home/apt,,139.0,5.0,5.0,5.0
10926,1065985229090691964,Entire home/apt,,42.0,3.67,4.67,4.67
10927,1066043978992793423,Entire home/apt,,81.0,5.0,5.0,5.0
10928,1066044704651061575,Entire home/apt,,87.0,5.0,5.0,5.0
10929,1066098458646694565,Entire home/apt,"Athina, Greece",48.0,4.77,4.85,4.85
10930,1066368954881636161,Entire home/apt,,257.0,,,
10931,1066511467398875552,Entire home/apt,,248.0,,,
10932,1066527378978143625,Entire home/apt,,208.0,,,
10933,1066536378321047249,Entire home/apt,,208.0,,,
10934,1066547119399261105,Entire home/apt,,287.0,,,
10935,1066556234459566975,Entire home/apt,,208.0,,,
10936,1066562499798368433,Entire home/apt,"Athina, Greece",104.0,4.4,4.4,4.6
10937,1066565216126779369,Entire home/apt,,287.0,,,
10938,1066570756424540952,Entire home/apt,"Athina, Greece",97.0,4.46,4.62,4.69
10939,1066573468076450679,Entire home/apt,,287.0,,,
10940,1066579772834164783,Entire home/apt,"Athina, Greece",185.0,4.89,4.56,4.94
10941,1066582391008812266,Entire home/apt,,242.0,,,
10942,1066585803224445822,Entire home/apt,"Athina, Greece",83.0,4.0,4.1,4.4
10943,1066669875165429619,Entire home/apt,"Athina, Greece",70.0,4.89,4.43,5.0
10944,1066681175242046659,Entire home/apt,"Athina, Greece",83.0,4.86,4.75,4.93
10945,1066715281819543720,Entire home/apt,"Athina, Greece",100.0,5.0,5.0,5.0
10946,1066745061241216789,Entire home/apt,"Athina, Greece",45.0,5.0,5.0,5.0
10947,1066763287221176110,Entire home/apt,,189.0,5.0,5.0,5.0
10948,1066796240843935733,Entire home/apt,"Athina, Greece",58.0,4.94,4.89,5.0
10949,1067178815327818825,Entire home/apt,,45.0,5.0,5.0,5.0
10950,1067200625990290826,Entire home/apt,"Athina, Greece",49.0,4.75,4.5,4.75
10951,1067265901059940335,Entire home/apt,"Athina, Greece",31.0,3.0,3.0,3.0
10952,1067278613628306145,Entire home/apt,"Athina, Greece",41.0,4.84,4.89,4.95
10953,1067304664052503898,Entire home/apt,,47.0,4.78,4.89,4.89
10954,1067307548782808354,Entire home/apt,,100.0,4.14,3.86,4.71
10955,1067404814372497955,Entire home/apt,,58.0,4.94,5.0,4.94
10956,1067453708280104291,Entire home/apt,,130.0,4.78,4.89,5.0
10957,1067456918851679347,Entire home/apt,,38.0,,,
10958,1067503738525364009,Entire home/apt,,56.0,4.79,4.89,5.0
10959,1067893579775910338,Entire home/apt,,84.0,4.75,4.88,4.88
10960,1068586166406325567,Entire home/apt,"Athina, Greece",47.0,5.0,5.0,5.0
10961,1068629177014269072,Entire home/apt,,67.0,4.63,4.86,4.71
10962,1068677385557142181,Entire home/apt,"Athina, Greece",55.0,5.0,5.0,5.0
10963,1068871297265096520,Entire home/apt,"Athina, Greece",45.0,4.5,4.6,4.6
10964,1068951310753865901,Private room,"Athina, Greece",84.0,5.0,5.0,5.0
10965,1068975611950707196,Entire home/apt,"Athina, Greece",382.0,,,
10966,1068992765957802391,Entire home/apt,"Athina, Greece",434.0,,,
10967,1069001204539720621,Entire home/apt,"Athina, Greece",901.0,,,
10968,1069002877151449301,Entire home/apt,"Athina, Greece",680.0,,,
10969,1069349269765914548,Entire home/apt,,60.0,4.73,4.67,4.87
10970,1069364314728867812,Entire home/apt,,49.0,4.25,4.5,5.0
10971,1069395791054424098,Entire home/apt,"Zografou, Greece",35.0,,,
10972,1069402720938505613,Entire home/apt,,225.0,5.0,4.92,5.0
10973,1069422803465870778,Entire home/apt,"Athina, Greece",110.0,,,
10974,1069425410972396442,Entire home/apt,,59.0,4.8,4.92,4.79
10975,1069435365795409553,Entire home/apt,,60.0,5.0,5.0,5.0
10976,1069564215987597006,Entire home/apt,,219.0,5.0,5.0,5.0
10977,1069599918600845909,Entire home/apt,,125.0,5.0,5.0,5.0
10978,1069645996458608795,Entire home/apt,,60.0,5.0,5.0,4.91
10979,1070035545097360699,Entire home/apt,,100.0,4.6,4.6,4.4
10980,1070077671832017721,Entire home/apt,"Athina, Greece",65.0,4.88,5.0,5.0
10981,1070419106190848833,Entire home/apt,,90.0,,,
10982,1070693440576697165,Entire home/apt,,97.0,4.75,4.92,4.83
10983,1070793620485147880,Entire home/apt,,35.0,,,
10984,1070816480536265038,Entire home/apt,,106.0,,,
10985,1070872807812502944,Entire home/apt,"Athina, Athens, Greece",127.0,5.0,5.0,5.0
10986,1070978099661250981,Entire home/apt,,121.0,4.67,4.5,4.75
10987,1071017702904797710,Entire home/apt,"Athina, Greece",144.0,,,
10988,1071072061679265600,Entire home/apt,,77.0,5.0,5.0,5.0
10989,1071072567413922356,Private room,,166.0,,,
10990,1071072858818563716,Entire home/apt,,166.0,,,
10991,1071467129438468037,Entire home/apt,,49.0,5.0,5.0,5.0
10992,1071477874062123352,Entire home/apt,"Athina, Greece",137.0,5.0,5.0,5.0
10993,1071482759130534629,Entire home/apt,"Athina, Greece",158.0,5.0,5.0,5.0
10994,1071530792583553993,Entire home/apt,,312.0,5.0,5.0,5.0
10995,1071545784936412009,Entire home/apt,,57.0,4.43,4.43,4.71
10996,1071559498257088534,Private room,,519.0,,,
10997,1071565284838127989,Private room,,407.0,,,
10998,1071567552638267350,Private room,,295.0,,,
10999,1071569917445192036,Private room,,53.0,,,
11000,1071572787427712631,Entire home/apt,"Athina, Greece",55.0,5.0,5.0,5.0
11001,1071576343945283859,Private room,,263.0,,,
11002,1071665186594161297,Entire home/apt,,205.0,4.8,4.8,4.9
11003,1071681166646397741,Entire home/apt,,94.0,,,
11004,1071714754317244604,Entire home/apt,"Athina, Greece",96.0,5.0,5.0,5.0
11005,1071725788693469984,Entire home/apt,,36.0,5.0,4.5,5.0
11006,1071767459616266121,Entire home/apt,,128.0,,,
11007,1071932396258473660,Entire home/apt,"Athina, Greece",60.0,4.33,4.0,4.33
11008,1072211475125782156,Entire home/apt,"Athina, Greece",90.0,,,
11009,1072217588093276065,Entire home/apt,,64.0,5.0,5.0,4.94
11010,1072228518138762699,Entire home/apt,,97.0,,,
11011,1072259680497469189,Entire home/apt,,114.0,,,
11012,1072268983388243719,Entire home/apt,,123.0,5.0,5.0,5.0
11013,1072298588906444352,Entire home/apt,,41.0,4.96,5.0,4.85
